PERMNO,date,TICKER,TRDSTAT,PRC,RET,SHROUT,sprtrn
64186,20150331,CI,A,129.44,0.06454,258519,-0.017396
64186,20150430,CI,A,124.64,-0.037083,257367,0.008521
64186,20150529,CI,A,140.83,0.129894,257367,0.010491
64186,20150630,CI,A,162,0.150323,257367,-0.021012
64186,20150731,CI,A,144.06,-0.110741,257495,0.019742
64186,20150831,CI,A,140.78999,-0.022699,257495,-0.062581
64186,20150930,CI,A,135.02,-0.040983,257495,-0.026443
64186,20151030,CI,A,134.03999,-0.007258,257628,0.082983
64186,20151130,CI,A,134.98,0.007013,257600,0.000505
64186,20151231,CI,A,146.33,0.084087,257600,-0.01753
64186,20160129,CI,A,133.60001,-0.086995,257600,-0.050735
64186,20160229,CI,A,139.61,0.044985,255766,-0.004128
64186,20160331,CI,A,137.24001,-0.016689,255767,0.065991
64186,20160429,CI,A,138.53999,0.009472,255767,0.002699
64186,20160531,CI,A,128.11,-0.075285,256513,0.015329
64186,20160630,CI,A,127.99,-0.000937,256513,0.000906
64186,20160729,CI,A,128.96001,0.007579,256570,0.03561
64186,20160831,CI,A,128.25999,-0.005428,256570,-0.001219
64186,20160930,CI,A,130.32001,0.016061,256570,-0.001234
64186,20161031,CI,A,118.83,-0.088168,256570,-0.019426
64186,20161130,CI,A,134.74001,0.133889,256739,0.034174
64186,20161230,CI,A,133.39,-0.010019,256739,0.018201
64186,20170131,CI,A,146.22,0.096184,256739,0.017884
64186,20170228,CI,A,148.89999,0.018328,257052,0.037198
64186,20170331,CI,A,146.49001,-0.015917,256670,-0.000389
64186,20170428,CI,A,156.37,0.067445,256670,0.009091
64186,20170531,CI,A,161.23,0.03108,256015,0.011576
64186,20170630,CI,A,167.39,0.038206,256015,0.004814
64186,20170731,CI,A,173.56,0.03686,251778,0.019349
64186,20170831,CI,A,182.06,0.048974,251778,0.000546
64186,20170929,CI,A,186.94,0.026804,251778,0.019303
64186,20171031,CI,A,197.22,0.054991,251778,0.022188
64186,20171130,CI,A,211.73,0.073573,246550,0.028083
64186,20171229,CI,A,203.09,-0.040807,246550,0.009832
64186,20180131,CI,A,208.35001,0.0259,246550,0.056179
64186,20180228,CI,A,195.89,-0.059803,242875,-0.038947
64186,20180329,CI,A,167.74001,-0.143499,243237,-0.026885
64186,20180430,CI,A,171.82001,0.024323,243237,0.002719
64186,20180531,CI,A,169.37,-0.014259,243268,0.021608
64186,20180629,CI,A,169.95,0.003424,243268,0.004842
64186,20180731,CI,A,179.42,0.055722,243348,0.036022
64186,20180831,CI,A,188.34,0.049716,243365,0.030263
64186,20180928,CI,A,208.25,0.105713,243365,0.004294
64186,20181031,CI,A,213.81,0.026699,243365,-0.069403
64186,20181130,CI,A,223.38,0.044759,243534,0.017859
64186,20181231,CI,A,189.92,-0.14979,380778,-0.091777
64186,20190131,CI,A,199.81,0.052075,380778,0.078684
64186,20190228,CI,A,174.44,-0.126971,380924,0.029729
64186,20190329,CI,A,160.82001,-0.077849,379672,0.017924
64186,20190430,CI,A,158.84,-0.012312,379672,0.039313
64186,20190531,CI,A,148.02,-0.068119,379458,-0.065778
64186,20190628,CI,A,157.55,0.064383,379458,0.06893
64186,20190731,CI,A,169.92,0.078515,379458,0.013128
64186,20190830,CI,A,153.97,-0.093868,377609,-0.018092
64186,20190930,CI,A,151.78999,-0.014159,377609,0.017181
64186,20191031,CI,A,178.46001,0.175703,373425,0.020432
64186,20191129,CI,A,199.92,0.120251,373425,0.034047
64186,20191231,CI,A,204.49001,0.022859,373425,0.02859
64186,20200131,CI,A,192.38,-0.059221,373425,-0.001628
64186,20200228,CI,A,182.94,-0.04907,372043,-0.08411
64186,20200331,CI,A,177.17999,-0.031267,371920,-0.125119
64186,20200430,CI,A,195.78,0.104978,371920,0.126844
64186,20200529,CI,A,197.32001,0.007866,368981,0.045282
64186,20200630,CI,A,187.64999,-0.049007,368981,0.018388
64186,20200731,CI,A,172.69,-0.079723,368981,0.055101
64186,20200831,CI,A,177.37,0.027101,367201,0.070065
64186,20200930,CI,A,169.41,-0.044878,367201,-0.039228
64186,20201030,CI,A,166.97,-0.014403,367201,-0.027666
64186,20201130,CI,A,209.14,0.25256,361267,0.107546
64186,20201231,CI,A,208.17999,-0.00459,361267,0.037121
64186,20210129,CI,A,217.05,0.042607,361267,-0.011137
64186,20210226,CI,A,209.89999,-0.032942,351846,0.026091
64186,20210331,CI,A,241.74001,0.156456,347382,0.042439
64186,20210430,CI,A,249.00999,0.030074,347382,0.052425
64186,20210528,CI,A,258.85001,0.039517,343146,0.005487
64186,20210630,CI,A,237.07001,-0.080278,343146,0.022214
64186,20210730,CI,A,229.49001,-0.031974,343146,0.022748
64186,20210831,CI,A,211.64999,-0.077738,340108,0.02899
64186,20210930,CI,A,200.16,-0.049563,340108,-0.047569
64186,20211029,CI,A,213.61,0.067196,340108,0.069144
64186,20211130,CI,A,191.89999,-0.101634,331428,-0.008334
64186,20211231,CI,A,229.63,0.201824,331428,0.043613
64186,20220131,CI,A,230.46001,0.003615,331428,-0.052585
64186,20220228,CI,A,237.78,0.031763,320953,-0.031361
64186,20220331,CI,A,239.61,0.012406,318377,0.035773
64186,20220429,CI,A,246.78,0.029924,318377,-0.087957
64186,20220531,CI,A,268.29001,0.087163,317273,0.000053
64186,20220630,CI,A,263.51999,-0.013605,317273,-0.08392
64186,20220729,CI,A,275.35999,0.04493,317273,0.091116
64186,20220831,CI,A,283.45001,0.02938,305116,-0.04244
64186,20220930,CI,A,277.47,-0.017146,305116,-0.093396
64186,20221031,CI,A,323.06,0.164306,305116,0.079863
64186,20221130,CI,A,328.89001,0.018046,305739,0.053753
64186,20221230,CI,A,331.34,0.010855,305739,-0.058971
64282,20130131,LTD,A,48.02,0.020399,288372,0.050428
64282,20130228,LTD,A,45.52,-0.045814,288372,0.011061
64282,20130328,LTD,A,44.66,-0.018893,288194,0.035988
64282,20130430,LTD,A,50.41,0.128751,289176,0.018086
64282,20130531,LTD,A,50.01,-0.007935,289176,0.020763
64282,20130628,LTD,A,49.25,-0.009198,289384,-0.014999
64282,20130731,LTD,A,55.77,0.132386,289384,0.049462
64282,20130830,LTD,A,57.36,0.033889,289384,-0.031298
64282,20130930,LTD,A,61.1,0.065202,289916,0.029749
64282,20131031,LTD,A,62.61,0.024714,289916,0.044596
64282,20131129,LTD,A,64.99,0.042805,289916,0.028049
64282,20131231,LB,A,61.85,-0.048315,290282,0.023563
64282,20140131,LB,A,52.36,-0.153436,290282,-0.035583
64282,20140228,LB,A,56.33,0.101413,290282,0.043117
64282,20140331,LB,A,56.77,0.007811,291014,0.006932
64282,20140430,LB,A,54.2,-0.04527,291014,0.006201
64282,20140530,LB,A,57.39,0.058856,291014,0.02103
64282,20140630,LB,A,58.66,0.028054,291943,0.019058
64282,20140731,LB,A,57.97,-0.011763,291943,-0.01508
64282,20140829,LB,A,63.85,0.107297,291943,0.037655
64282,20140930,LB,A,66.98,0.049021,292351,-0.015514
64282,20141031,LB,A,72.12,0.076739,292351,0.023201
64282,20141128,LB,A,80.9,0.126456,292351,0.024534
64282,20141231,LB,A,86.55,0.069839,292682,-0.004189
64282,20150130,LB,A,84.63,-0.022184,292682,-0.031041
64282,20150227,LB,A,91.86,0.114971,292682,0.054893
64282,20150331,LB,A,94.29,0.026453,292394,-0.017396
64282,20150430,LB,A,89.36,-0.052286,292430,0.008521
64282,20150529,LB,A,86.52,-0.031782,292430,0.010491
64282,20150630,LB,A,85.73,-0.003352,291964,-0.021012
64282,20150731,LB,A,80.72,-0.058439,291964,0.019742
64282,20150831,LB,A,83.9,0.04559,291964,-0.062581
64282,20150930,LB,A,90.13,0.074255,290379,-0.026443
64282,20151030,LB,A,95.98,0.064906,290379,0.082983
64282,20151130,LB,A,95.41,-0.000729,290379,0.000505
64282,20151231,LB,A,95.82,0.004297,289434,-0.01753
64282,20160129,LB,A,96.15,0.003444,289434,-0.050735
64282,20160229,LB,A,84.79,-0.091108,289434,-0.004128
64282,20160331,LB,A,87.81,0.035617,287080,0.065991
64282,20160429,LB,A,78.29,-0.108416,287004,0.002699
64282,20160531,LB,A,68.55,-0.124409,287004,0.015329
64282,20160630,LB,A,67.13,-0.011962,287502,0.000906
64282,20160729,LB,A,73.9,0.100849,287502,0.03561
64282,20160831,LB,A,76.21,0.039378,287502,-0.001219
64282,20160930,LB,A,70.77,-0.071382,285972,-0.001234
64282,20161031,LB,A,72.19,0.020065,285972,-0.019426
64282,20161130,LB,A,70.22,-0.018978,285972,0.034174
64282,20161230,LB,A,65.84,-0.062375,285956,0.018201
64282,20170131,LB,A,60.21,-0.08551,285956,0.017884
64282,20170228,LB,A,52.62,-0.116094,285956,0.037198
64282,20170331,LB,A,47.1,-0.104903,285048,-0.000389
64282,20170428,LB,A,52.81,0.121231,284809,0.009091
64282,20170531,LB,A,51.6,-0.011551,284809,0.011576
64282,20170630,LB,A,53.89,0.04438,286843,0.004814
64282,20170731,LB,A,46.39,-0.139172,286843,0.019349
64282,20170831,LB,A,36.22,-0.206294,286843,0.000546
64282,20170929,LB,A,41.61,0.148813,283846,0.019303
64282,20171031,LB,A,43.04,0.034367,283846,0.022188
64282,20171130,LB,A,56.07,0.316682,283846,0.028083
64282,20171229,LB,A,60.22,0.074015,282265,0.009832
64282,20180131,LB,A,50.09,-0.168217,282265,0.056179
64282,20180228,LB,A,49.33,-0.003194,282265,-0.038947
64282,20180329,LB,A,38.21,-0.225421,278858,-0.026885
64282,20180430,LB,A,34.91,-0.086365,278803,0.002719
64282,20180531,LB,A,33.91,-0.011458,278803,0.021608
64282,20180629,LB,A,36.88,0.087585,277204,0.004842
64282,20180731,LB,A,31.67,-0.141269,277204,0.036022
64282,20180831,LB,A,26.43,-0.146511,277204,0.030263
64282,20180928,LB,A,30.3,0.146424,275063,0.004294
64282,20181031,LB,A,32.42,0.069967,275063,-0.069403
64282,20181130,LB,A,33.11,0.03979,275063,0.017859
64282,20181231,LB,A,25.67,-0.224706,275125,-0.091777
64282,20190131,LB,A,27.84,0.084534,275125,0.078684
64282,20190228,LB,A,26.14,-0.050287,275125,0.029729
64282,20190329,LB,A,27.58,0.055088,275197,0.017924
64282,20190430,LB,A,25.64,-0.070341,275213,0.039313
64282,20190531,LB,A,22.46,-0.112325,275213,-0.065778
64282,20190628,LB,A,26.1,0.162066,276340,0.06893
64282,20190731,LB,A,25.95,-0.005747,276340,0.013128
64282,20190830,LB,A,16.51,-0.352216,276340,-0.018092
64282,20190930,LB,A,19.59,0.186554,276392,0.017181
64282,20191031,LB,A,17.04,-0.130168,276392,0.020432
64282,20191129,LB,A,19.14,0.140845,276392,0.034047
64282,20191231,LB,A,18.12,-0.053291,276475,0.02859
64282,20200131,LB,A,23.16,0.278146,276475,-0.001628
64282,20200228,LB,A,21.66,-0.051813,276475,-0.08411
64282,20200331,LB,A,11.56,-0.466297,276533,-0.125119
64282,20200430,LB,A,11.89,0.028547,276533,0.126844
64282,20200529,LB,A,16.19,0.361648,276533,0.045282
64282,20200630,LB,A,14.97,-0.075355,277829,0.018388
64282,20200731,LB,A,24.41,0.630594,277829,0.055101
64282,20200831,LB,A,29.4,0.204424,277829,0.070065
64282,20200930,LB,A,31.81,0.081973,277889,-0.039228
64282,20201030,LB,A,32.01,0.006287,277889,-0.027666
64282,20201130,LB,A,38.81,0.212434,277889,0.107546
64282,20201231,LB,A,37.19,-0.041742,278109,0.037121
64282,20210129,LB,A,40.76,0.095994,278109,-0.011137
64282,20210226,LB,A,54.66,0.341021,278109,0.026091
64282,20210331,LB,A,61.86,0.131723,278814,0.042439
64282,20210430,LB,A,65.9,0.065309,278898,0.052425
64282,20210528,LB,A,69.87,0.060243,278898,0.005487
64282,20210630,LB,A,72.06,0.033491,278898,0.022214
64282,20210730,LB,A,80.07,0.111157,264749,0.022748
64282,20210831,BBWI,A,67.48,0.093036,264749,0.02899
64282,20210930,BBWI,A,63.03,-0.065946,264373,-0.047569
64282,20211029,BBWI,A,69.09,0.096145,264373,0.069144
64282,20211130,BBWI,A,75.13,0.089593,264373,-0.008334
64282,20211231,BBWI,A,69.79,-0.071077,257723,0.043613
64282,20220131,BBWI,A,56.07,-0.19659,257723,-0.052585
64282,20220228,BBWI,A,53.37,-0.044587,257723,-0.031361
64282,20220331,BBWI,A,47.8,-0.104366,238910,0.035773
64282,20220429,BBWI,A,52.89,0.106485,238490,-0.087957
64282,20220531,BBWI,A,41.02,-0.224428,238490,0.000053
64282,20220630,BBWI,A,26.92,-0.338859,228736,-0.08392
64282,20220729,BBWI,A,35.54,0.320208,228736,0.091116
64282,20220831,BBWI,A,37.33,0.055993,228300,-0.04244
64282,20220930,BBWI,A,32.6,-0.126708,228374,-0.093396
64282,20221031,BBWI,A,33.38,0.023926,228374,0.079863
64282,20221130,BBWI,A,42.5,0.279209,228374,0.053753
64282,20221230,BBWI,A,42.14,-0.008471,228415,-0.058971
64311,20130131,NSC,A,68.87,0.121766,314034,0.050428
64311,20130228,NSC,A,73.05,0.060694,314516,0.011061
64311,20130328,NSC,A,77.08,0.055168,314492,0.035988
64311,20130430,NSC,A,77.42,0.004411,315088,0.018086
64311,20130531,NSC,A,76.59,-0.004262,315088,0.020763
64311,20130628,NSC,A,72.65,-0.051443,315088,-0.014999
64311,20130731,NSC,A,73.16,0.014178,311953,0.049462
64311,20130830,NSC,A,72.16,-0.013669,311953,-0.031298
64311,20130930,NSC,A,77.35,0.071923,311953,0.029749
64311,20131031,NSC,A,86.02,0.118811,308910,0.044596
64311,20131129,NSC,A,87.69,0.019414,308910,0.028049
64311,20131231,NSC,A,92.83,0.058616,308910,0.023563
64311,20140131,NSC,A,92.59,-0.002585,308878,-0.035583
64311,20140228,NSC,A,91.91,-0.001512,309715,0.043117
64311,20140331,NSC,A,97.17,0.05723,330079,0.006932
64311,20140430,NSC,A,94.53,-0.021612,309646,0.006201
64311,20140530,NSC,A,100.75,0.065799,309646,0.02103
64311,20140630,NSC,A,103.03,0.02263,309646,0.019058
64311,20140731,NSC,A,101.66,-0.007765,309515,-0.01508
64311,20140829,NSC,A,107,0.052528,309515,0.037655
64311,20140930,NSC,A,111.6,0.042991,309515,-0.015514
64311,20141031,NSC,A,110.64,-0.008602,309442,0.023201
64311,20141128,NSC,A,111.64,0.01419,309442,0.024534
64311,20141231,NSC,A,109.61,-0.018183,309442,-0.004189
64311,20150130,NSC,A,101.97,-0.069702,309442,-0.031041
64311,20150227,NSC,A,109.16,0.076297,307412,0.054893
64311,20150331,NSC,A,102.92,-0.057164,326645,-0.017396
64311,20150430,NSC,A,100.85,-0.020113,304849,0.008521
64311,20150529,NSC,A,92,-0.081904,304849,0.010491
64311,20150630,NSC,A,87.36,-0.050435,304849,-0.021012
64311,20150731,NSC,A,84.33,-0.034684,301387,0.019742
64311,20150831,NSC,A,77.91,-0.069133,301387,-0.062581
64311,20150930,NSC,A,76.4,-0.019381,301387,-0.026443
64311,20151030,NSC,A,80.03,0.047513,298570,0.082983
64311,20151130,NSC,A,95.06,0.195177,298570,0.000505
64311,20151231,NSC,A,84.59,-0.110141,298570,-0.01753
64311,20160129,NSC,A,70.5,-0.166568,297795,-0.050735
64311,20160229,NSC,A,73.17,0.046241,298199,-0.004128
64311,20160331,NSC,A,83.25,0.137761,296202,0.065991
64311,20160429,NSC,A,90.11,0.082402,295738,0.002699
64311,20160531,NSC,A,84.06,-0.060593,295738,0.015329
64311,20160630,NSC,A,85.13,0.012729,295738,0.000906
64311,20160729,NSC,A,89.78,0.054622,293550,0.03561
64311,20160831,NSC,A,93.9,0.052462,293550,-0.001219
64311,20160930,NSC,A,97.06,0.033653,293550,-0.001234
64311,20161031,NSC,A,93,-0.04183,291942,-0.019426
64311,20161130,NSC,A,106.46,0.151075,291942,0.034174
64311,20161230,NSC,A,108.07,0.015123,291942,0.018201
64311,20170131,NSC,A,117.46,0.086888,290418,0.017884
64311,20170228,NSC,A,121.03,0.035587,290554,0.037198
64311,20170331,NSC,A,111.97,-0.074857,310714,-0.000389
64311,20170428,NSC,A,117.49,0.049299,310103,0.009091
64311,20170531,NSC,A,124.03,0.060856,310103,0.011576
64311,20170630,NSC,A,121.7,-0.018786,289783,0.004814
64311,20170731,NSC,A,112.58,-0.074938,288182,0.019349
64311,20170831,NSC,A,120.52,0.075946,288182,0.000546
64311,20170929,NSC,A,132.24001,0.097245,288182,0.019303
64311,20171031,NSC,A,131.42,-0.006201,286149,0.022188
64311,20171130,NSC,A,138.63,0.059504,286149,0.028083
64311,20171229,NSC,A,144.89999,0.045228,286149,0.009832
64311,20180131,NSC,A,150.88,0.04127,284157,0.056179
64311,20180228,NSC,A,139.08,-0.073436,283997,-0.038947
64311,20180329,NSC,A,135.78,-0.023727,303625,-0.026885
64311,20180430,NSC,A,143.47,0.056636,282542,0.002719
64311,20180531,NSC,A,151.64999,0.062034,282542,0.021608
64311,20180629,NSC,A,150.87,-0.005143,282542,0.004842
64311,20180731,NSC,A,169,0.12017,280030,0.036022
64311,20180831,NSC,A,173.84,0.033373,280030,0.030263
64311,20180928,NSC,A,180.5,0.038311,280030,0.004294
64311,20181031,NSC,A,167.83,-0.070194,272347,-0.069403
